project_name,project_ticker,project_link,project_round,project_total_raised,project_pre_valuation,project_categories,project_roi,project_date,project_total_investors
WeBuy,WE,https://icodrops.com/webuy/,IEO on Huobi,8690000,70880000,NFT,0.06,2022-06-02,3
GRN Grid,GRN,https://icodrops.com/grngrid/,Main Sale,,7380,Polygon Ecosystem,,2022-03-01,0
Everscale,EVER,https://icodrops.com/everscale/,Main Sale,,39150000,Blockchain,0.06,2022-06-01,0
SeatlabNFT,SEAT,https://icodrops.com/seatlabnft-2/,IDO on Atlo,5110000,349240,NFT,0.01,2022-05-31,6
Partisia Blockchain,MPC,https://icodrops.com/partisia-blockchain/,IDO on TrustSwap,53900000,60620000,Blockchain Service,0.17,2022-06-01,8
Tank Metaverse,TNK,https://icodrops.com/tank-metaverse/,IDO on TrustPad,3070000,18750000,Gaming,0.96,2022-05-30,11
MiL.K,MLK,https://icodrops.com/mil-k/,IEO on Gate.io,14090000,237980000,BNB Chain Ecosystem,0.52,2022-05-30,0
Project Galaxy,GAL,https://icodrops.com/project-galaxy/,Binance Launchpool,25400000,390000000,NFT,1.31,2022-04-29,32
XDAO,XDAO,https://icodrops.com/xdao/,IDO on TruePNL,2390000,9210000,DAO,0.61,2022-05-27,5
XREATORS,ORT,https://icodrops.com/xreators/,IEO on Gate.io,100000,13860,NFT,0.01,2022-05-25,4
Moonfrost,FROST,https://icodrops.com/moonfrost/,IDO on Solanium,4590000,300000000,Gaming,1.0,2022-05-21,9
Pikaster,MLS,https://icodrops.com/pikaster/,IEO on KuCoin,230000,29200,NFT,0.01,2022-05-18,6
Unicly,UNIC,https://icodrops.com/unicly/,Airdrop for NFT Holders,10000000,665840,NFT,,2022-05-18,5
MangaMon,MAN,https://icodrops.com/mangamon/,IDO on FantomStarter,25000,16550,Gaming,0.01,2022-05-17,5
Polysports,PS1,https://icodrops.com/polysports/,ICO,,1550000,Play to Earn,,2022-06-01,0
Basketballverse,BVR,https://icodrops.com/basketballverse/,IDO,3140000,15000000,Gaming,,2022-05-12,10
YellowHeart,HRTS,https://icodrops.com/yellowheart/,Public Round,3700000,69200000,Blockchain Service,1.0,2022-05-10,7
Degen Gang,DCRED,https://icodrops.com/degen-gang/,Main Sale,,,Gaming,1.0,2022-03-19,0
Wonderman Nation,WNDR,https://icodrops.com/wonderman-nation/,IDO on Gate.io,6930000,8740000,Play to Earn,0.18,2022-05-08,6
Aurigami,PLY,https://icodrops.com/aurigami/,IDO on Bybit,12050000,606600,Lending Platform,0.01,2022-05-05,16
Creo Engine,CREO,https://icodrops.com/creo-engine/,IDO on FantomStarter,2860000,25310000,Gaming,1.29,2022-04-29,9
Deip,DEIP,https://icodrops.com/deip/,IDO on Skyward,5920000,92520,Protocol,0.01,2022-04-23,23
NOMADLAND,NOMAD,https://icodrops.com/nomadland/,IDO on Zelwin Finance,14100000,0,BNB Chain Ecosystem,0.01,2022-04-29,14
BreederDAO,BREED,https://icodrops.com/breederdao/,IDO on Copper,12750000,40320000,Play to Earn,0.03,2022-04-26,10
Gods Unchained,GODS,https://icodrops.com/gods-unchained/,Community Airdrop,10320000,102750000,Gaming,0.86,2021-12-01,8
ApeX,APEX,https://icodrops.com/apex2/,IDO on Bybit,500000,761500000,Derivatives,30.42,2022-04-22,7
Jelly,JELLY,https://icodrops.com/jelly/,Airdrop,,10430,Protocol,0.01,2022-06-01,0
MetaChess,SHAH,https://icodrops.com/metachess/,IDO Round 4,1530000,13500000,Play to Earn,0.01,2022-04-26,3
Plato Farm,PLATO,https://icodrops.com/plato-farm/,IDO on Huobi Prime,1840000,52800,Gaming,0.01,2022-04-22,10
MetaDerby,DBY,https://icodrops.com/metaderby/,IDO on Avalaunch,3500000,2360000,Avalanche Ecosystem,0.06,2022-04-17,10
Plant Exodus,PEXO,https://icodrops.com/plant-exodus/,IDO on Red Kite,2600000,706300,NFT,0.03,2022-04-18,15
MetaShooter,MHUNT,https://icodrops.com/metashooter/,IEO Round,8039999,27590,Play to Earn,0.01,2022-04-21,4
Element.Black,ELT,https://icodrops.com/element-black/,IEO on OKX,6400000,128240,NFT,0.01,2022-04-20,7
Bridge Network,BRDG,https://icodrops.com/bridge-network/,IDO on TDX Launchpad,4290000,28270,Application,0.01,2022-04-20,5
Defy Trends,DEFY,https://icodrops.com/defy-trends/,Main Sale,2830000,25000000,Blockchain Service,1.0,2022-04-13,0
RSS3,,https://icodrops.com/rss3/,Airdrop 1,49600000,128400000,Infrastructure,0.26,2022-06-01,29
Jungle Road,JGRD,https://icodrops.com/jungle-road/,IDO on NFTpad,521500,46000000,Gaming,1.0,2022-04-17,7
Realms of Ethernity,RETH,https://icodrops.com/realms-of-ethernity/,IDO on Paid Network,11850000,62740,Gaming,0.01,2022-04-15,8
Step.app,FITFI,https://icodrops.com/step-app/,Public Sale,3430000,13640000,Move To Earn,0.61,2022-04-11,0
Sugar Kingdom,SKO,https://icodrops.com/sugar-kingdom/,IDO on BinStarter,2400000,154800,Gaming,0.01,2022-04-11,17
Avania,NOVA,https://icodrops.com/avania/,IDO on TrustPad,200000,18400000,Gaming,1.0,2022-04-10,0
Choise.com,CHO,https://icodrops.com/choise-com/,Community Sale,1430000,19520000,DeFi,0.13,2022-06-01,6
Ambire Wallet,WALLET,https://icodrops.com/ambire-wallet/,Airdrop,2780000,8189999,Wallet,0.17,2022-04-07,10
Nirvana prANA,PRANA,https://icodrops.com/nirvana-prana/,IDO on Raydium,250000,2500,Cryptocurrency,0.01,2022-04-05,0
Animal Concerts,ANML,https://icodrops.com/animal-concerts/,IDO Round 9,11340000,934380,Entertainment,0.02,2022-03-31,0
Gravis Finance,GRVS,https://icodrops.com/gravis-finance/,Public Sale,2830000,60000000,Blockchain Service,1.0,2022-06-01,3
Pax World,PAXW,https://icodrops.com/pax-world/,Main Sale,50000,718200,Metaverse,0.01,2022-02-24,0
Dogami,DOGA,https://icodrops.com/dogami/,Community Airdrop,24850000,4150000,Gaming,0.06,2022-03-21,8
Lyber,LYB,https://icodrops.com/lyber/,Main Sale,,37500000,Blockchain Service,1.0,2022-02-25,0
Enrex,ENRX,https://icodrops.com/enrex/,IDO on CoreStarter,7680000,53970,Governance Token,0.01,2022-03-30,7
Stargate finance,STG,https://icodrops.com/stargate-finance/,Community Round 2,30000000,366900000,DeFi,1.46,2022-03-30,1
X2Y2,X2Y2,https://icodrops.com/x2y2/,Airdrop,,2690000,NFT,0.01,2022-02-16,4
Dead Knight,DKM,https://icodrops.com/dead-knight/,IDO on NFTpad,799200,7430,Gaming,0.01,2022-03-29,14
MStation,MST,https://icodrops.com/mstation/,IDO on BinStarter,665000,12460,Gaming,0.01,2022-03-29,4
Dark Land Survival,BIG,https://icodrops.com/dark-land-survival/,IDO on KrystalGO,2290000,104880,Play to Earn,0.01,2022-03-26,6
Fayre,FAYRE,https://icodrops.com/fayre/,Public Sale,6850000,160000000,Blockchain Service,,2022-02-22,10
NeoFi,NEOFI,https://icodrops.com/neofi/,IDO on ZigPad,2500000,15750000,Application,0.02,2022-03-23,16
Nomad Exiles,PRIDE,https://icodrops.com/nomad-exiles/,IDO on BlokPad,4059999,87820,Gaming,0.01,2022-03-24,7
Plutonian DAO,PLD,https://icodrops.com/plutonian-dao/,IDO on TruePNL,1870000,1090000,Gaming,0.03,2022-03-24,9
Deliq,DLQ,https://icodrops.com/deliq/,Public Sale,2730000,15000000,Protocol,1.0,2022-03-23,9
Galaxy Blitz,MIT,https://icodrops.com/galaxy-blitz/,IDO on Equinox,1060000,121300,Gaming,0.01,2022-03-21,0
Falcon Swaps,FALCONS,https://icodrops.com/falcon-swaps/,IEO on Gate.io,150000,1080000,DEX,0.03,2022-03-22,0
ReapChain,REAP,https://icodrops.com/reapchain/,IEO on Gate.io,109780,86240,Gate.io Launchpad,0.01,2022-03-22,0
Metawear,WEAR,https://icodrops.com/metawear/,IDO,2730000,733000,Metaverse,0.03,2022-03-20,15
Unique Network,UNQ,https://icodrops.com/unique-network/,Polkadot Crowdloan,53250000,7090000,Polkadot Ecosystem,0.03,2022-03-01,16
Token Traxx Music Ltd,TRAXX,https://icodrops.com/token-traxx-music-ltd/,IDO on Sorted Dealroom,9920000,638750,NFT,0.02,2022-03-01,2
Bixos,UBXS,https://icodrops.com/bixos/,IEO on Gate.io,,6130000,Cryptocurrency,0.25,2022-03-18,0
STRT Button,STRT,https://icodrops.com/strt-button/,Main Sale,,24000000,Platform,,2022-03-10,0
Tribal Credit,TRIBL,https://icodrops.com/tribal-credit/,Main Sale Option 2,414490000,293700000,DeFi,0.74,2022-03-17,24
Aleph Zero,AZERO,https://icodrops.com/aleph-zero/,IEO on Gate.io,20950000,124240000,Blockchain,0.31,2022-03-17,14
Ashward,ASC,https://icodrops.com/ashward/,IDO,2450000,30000000,Gaming,0.01,2022-03-14,9
Mundo,MUNDO,https://icodrops.com/mundo/,IDO,3540000,74080,Gaming,0.01,2022-03-16,19
Yuga Labs,APE,https://icodrops.com/yuga-labs/,Main Sale,450000000,4000000000,Blockchain Service,,2022-03-17,0
APEcoin,APE,https://icodrops.com/apecoin/,Airdrop,450000000,1240000000,Metaverse,0.09,2022-03-17,5
Etermon,ETM,https://icodrops.com/etermon/,IDO on ZeroSwap (ZeeDo,2880000,212400,Play to Earn,0.01,2022-03-16,8
Cryptoverse,CGG,https://icodrops.com/cryptoverse/,Main Sale,6000000,,Gaming,,2022-03-08,0
Zebec Protocol,ZBCN,https://icodrops.com/zebec-protocol/,IDO on Raydium,30600000,63980000,Solana Ecosystem,0.03,2022-03-15,17
DarleyGo Essence,DGE,https://icodrops.com/darleygo-essence/,Public Sale,1600000,5820,Gaming,0.01,2022-03-07,11
Stader Labs,SD,https://icodrops.com/stader-labs/,Public Round Gate.io,39990000,150120000,Liquid Staking Prot…,0.28,2022-03-14,22
Seeded Network,SEEDED,https://icodrops.com/seeded-network/,IDO Glitter Finance,1450000,21290,DeFi,0.01,2022-03-14,8
Adalend,ADAL,https://icodrops.com/adalend/,IDO on PulsePad,7440000,20520,DAO,0.01,2022-03-14,6
DeFiHorse,DFH,https://icodrops.com/defihorse/,Public Sale,6700000,225980,Metaverse,0.01,2022-03-11,22
The Monopolist,MONO,https://icodrops.com/the-monopolist/,Airdrop,1120000,7970,Gaming,0.01,2021-10-01,13
Duet Protocol,DUET,https://icodrops.com/duet-protocol/,Liquidity Bootstrapping Pool on the Copper,7010000,192400,PancakeSwap IDO,0.01,2022-03-11,36
Infinity Arena,INAZ,https://icodrops.com/infinity-arena/,IDO on LuaSwap,1910000,247300,Metaverse,0.01,2022-03-11,9
Stepn,"GST, GMT",https://icodrops.com/stepn/,Binance Launchpad,9200000,804700000,Move To Earn,15.29,2022-03-02,19
Launchblock.com,LBP,https://icodrops.com/launchblock-com/,IDO on Huobi Prime,10930000,364000,Gaming,0.01,2022-03-08,4
Orbler,ORBR,https://icodrops.com/orbler/,IEO on Gate.io,122220,400400000,Play to Earn,0.06,2022-03-06,5
EarthFund,1Earth,https://icodrops.com/earthfund/,IDO on Gate.io,1300000,183900,Cryptocurrency,0.01,2022-03-03,0
Chrono.tech,TIME,https://icodrops.com/chrono-tech/,IDO on Gate.io,30150000,15330000,Avalanche Ecosystem,0.14,2022-03-03,1
CitaDAO,KNIGHT,https://icodrops.com/citadao/,Airdrop,1000000,15790000,DAO,0.93,2022-03-04,10
Rainbow Token,RBW,https://icodrops.com/rainbow-token/,Liquidity Bootstrapping Pool on the Copper,45590000,2860000,Gaming,0.01,2022-03-01,12
MetaRim,RIM,https://icodrops.com/metarim/,IDO on Gate.io,2110000,9970,NFT,0.01,2022-02-27,7
RankerDAO,RANKER,https://icodrops.com/rankerdao/,IDO on KuCoin,3440000,45000,DAO,0.01,2022-02-24,13
Ratio Finance,RATIO,https://icodrops.com/ratio-finance/,Public Sale Round 2,8400000,44930,Protocol,0.01,2022-02-17,13
Cloudname,CNAME,https://icodrops.com/cloudname/,Public sale (IEO on MEXC Global),257620,12750,Blockchain Service,0.01,2022-02-24,15
Mytrade,MYT,https://icodrops.com/mytrade/,IDO on BitKeep,1920000,796100,DEX,0.02,2022-02-24,20
Qitchain Network,QTC,https://icodrops.com/qitchain-network/,IEO on Gate.io,90480,4920000,Application,0.01,2022-02-23,0
Orbitau,TAUM,https://icodrops.com/orbitau/,IDO on Polkastarter,3570000,52590,Gaming,0.01,2022-02-23,5
Altered State Token,ASTO,https://icodrops.com/alt-estate/,Airdrop,11000000,84970000,Metaverse,0.05,2022-02-22,14
Dexalot,ALOT,https://icodrops.com/dexalot/,IDO on Avalaunch,6750000,127100000,DEX,2.12,2022-02-22,10
Tap Fantasy,TAP,https://icodrops.com/tap-fantasy/,IDO on Bybit,5450000,717200,Play to Earn,0.02,2022-02-22,16
Circuits of Value,COVAL,https://icodrops.com/circuits-of-value/,IDO on Gate.io,150000,2810000,DeFi,0.03,2022-02-21,0
EarnGuild,EARN,https://icodrops.com/earnguild/,IDO on BitMart,7970000,57550,Gaming,0.01,2022-02-21,22
MetaMall,MALL,https://icodrops.com/metamall/,IDO on FireStarter,5190000,44800,Metaverse,0.01,2022-02-21,15
Alpine F1,ALPINE,https://icodrops.com/alpine-f1/,Binance Launchpad,4000000,55720000,Fan Token,1.39,2022-02-16,1
Atlas DEX,ATS,https://icodrops.com/atlas-dex/,IDO on Solstarter,6470000,587750,DeFi,0.02,2022-01-17,11
Universe Finance,UNT,https://icodrops.com/universe-finance/,IDO Round 3,400000,3880,Finance,0.01,2022-02-18,4
DragonSB,SB,https://icodrops.com/dragonsb/,Public Sale,2020000,7490,Gaming,0.01,2022-02-16,11
Onston,ONSTON,https://icodrops.com/onston/,IDO on Gate.io,200000,389700,VR,0.01,2022-02-17,5
BattleVerse,BVC,https://icodrops.com/battleverse/,Public Sale,8900000,311600,Gaming,0.01,2022-02-17,13
Metaxy,MXY,https://icodrops.com/metaxy/,IDO on GameStation,1950000,168450,Gaming,0.01,2022-02-17,24
Arenum,,https://icodrops.com/arenum/,IDO on OccamRazer,2800000,15000,Play to Earn,0.01,2022-02-15,8
Harmony Launcher,HARL,https://icodrops.com/harmony-launcher/,IDO on Harmony Launcher,1950000,217000,Launchpad,0.02,2022-02-16,19
PhotoChromic,PHCR,https://icodrops.com/photochromic/,IEO on Huobi,1370000,17550,NFT,0.01,2022-02-16,10
Prism Protocol,PRISM,https://icodrops.com/prism-protocol/,Main Sale,725000,34200,DEX,0.01,2022-02-01,3
Bitgert,BRISE,https://icodrops.com/bitgert/,IDO on Gate.io,3150000,120000000,BNB Chain Ecosystem,0.71,2022-02-14,0
Galaxy War,GWT,https://icodrops.com/galaxy-war/,IDO on BitMart,2600000,87970,Gaming,0.01,2022-02-12,29
NuriFootBall,NRFB,https://icodrops.com/nurifootball/,Public Sale,121420,47270,Gaming,0.01,2022-02-10,0
Nym,NYM,https://icodrops.com/nym/,Main Sale Option 2,64170000,104200000,Privacy Coin,0.42,2022-02-10,18
FADO Go,FADO,https://icodrops.com/fado-go/,IDO on Roseon Finance,1200000,127730,DeFi,0.07,2022-02-10,12
4PLAY,4PLAY,https://icodrops.com/4play/,IDO on SafeLaunch,1000000,9820,NFT,0.01,2022-02-08,6
KingdomX,KT,https://icodrops.com/kingdomx/,Public Sale,2460000,1020000,Gaming,0.08,2021-12-01,8
Forward Protocol,FORWARD,https://icodrops.com/forward-protocol/,IVO,1450000,8730000,Infrastructure,0.35,2022-03-01,25
IX Token,IXT,https://icodrops.com/ix-token/,Airdrop 2,,30530000,Gaming,0.14,2021-12-01,0
Iron Bank,IB,https://icodrops.com/iron-bank/,Main Sale,,10220000,Fantom Ecosystem,0.01,2022-01-22,0
LunaVerse,LUV,https://icodrops.com/lunaverse/,IDO on NFTpad,12320000,1510000,Metaverse,0.02,2022-02-03,27
Synesis One,SNS,https://icodrops.com/synesis-one/,IDO on StarLaunch,550000,14600000,DAO,0.29,2022-01-31,17
Geojam,JAM,https://icodrops.com/geojam/,IDO on EnjinStarter,5620000,4099999,Social,0.1,2022-01-31,2
Jones DAO,JONES,https://icodrops.com/jones-dao/,Public Sale Round 2,29000000,1800000,DAO,0.01,2022-01-29,10
Cheesus,CHEESUS,https://icodrops.com/cheesus/,IDO Round 12,2200000,70180,Application,0.01,2022-01-27,24
Colony,CLY,https://icodrops.com/colony/,Copper Auction,11160000,29610000,DeFi,0.3,2022-01-25,13
TaleCraft,CRAFT,https://icodrops.com/talecraft/,Airdrop,3330000,68220,Avalanche Ecosystem,0.01,2021-12-01,10
CyberTrade,CCASH,https://icodrops.com/cybertrade/,Main Sale,,70000000,Gaming,1.0,2022-01-24,0
Bit Store,STORE,https://icodrops.com/bit-store/,IDO on Gate.io,50060000,500000000,InvestmentPlatform,,2022-01-25,5
Starly.io,STARLY,https://icodrops.com/starly-io/,IDO,7580000,20150,NFT,0.01,2022-01-14,29
Merit Circle,MC,https://icodrops.com/merit-circle/,Binance Launchpool,110140000,135030000,Gaming,0.06,2021-11-02,10
ALL.ART,AART,https://icodrops.com/allart/,IDO,6900000,579990,NFT,0.01,2021-12-21,22
Mobland,SYNR,https://icodrops.com/mobland/,Main Sale,,103050,Gaming,0.01,2022-01-20,0
Lootex,LOOT,https://icodrops.com/lootex/,IDO on Huobi Prime,9400000,2080000,NFT,0.03,2022-01-24,16
DeltaFi,DELFI,https://icodrops.com/deltafi/,IDO on Solanium,1000000,3730,DEX,0.01,2022-01-21,3
Tank Wars Zone,WBOND,https://icodrops.com/tank-wars-zone/,IEO on MEXC Launchpad,2840000,20000000,Gaming,1.0,2022-01-23,22
War Bond,WBOND,https://icodrops.com/war-bond/,IDO on GamiWorld,2830000,130500,Gaming,0.01,2022-01-21,4
League of Kingdoms,LOKA,https://icodrops.com/league-of-kingdoms/,Binance Launchpad,7100000,48400000,Gaming,1.39,2022-01-12,7
Immunify.Life,IMM,https://icodrops.com/immunify-life/,IDO on TrustPad,2870000,22500000,Blockchain Service,1.33,2022-01-20,12
Vault Hill City,VHC,https://icodrops.com/vault-hill-city/,IDO on CoinX Pad,4000000,102690,Metaverse,0.01,2022-01-20,1
Parallel Finance,PARA,https://icodrops.com/parallel-finance/,Crowdloan,29000000,49640000,Lending Platform,0.1,2021-12-01,14
Sensorium,SENSO,https://icodrops.com/sensorium/,IDO on Gate.io,101380,22500000,Entertainment,0.02,2022-01-19,0
GemUni,GENI,https://icodrops.com/gemuni/,IDO on KrystalGO,2400000,46360,Gaming,0.01,2022-01-19,7
PsyOptions,PSY,https://icodrops.com/psyoptions/,IEO on Gate.io,10800000,713100,DeFi,0.01,2022-01-18,9
GARI Network,GARI,https://icodrops.com/gari-network/,IEO on Huobi,103970000,13710000,DAO,0.07,2022-01-18,29
Deftify,DFTY,https://icodrops.com/deftify/,IDO on MoonStarter,1500000,20000000,Platform,1.0,2022-01-18,10
Frontrow,FRR,https://icodrops.com/frontrow/,IEO on Gate.io,150600,174000,NFT,0.01,2022-01-18,0
Froyo Games,FROYO,https://icodrops.com/froyo-games/,Strategic Sale (IDO on GameFi),5700000,97230,PancakeSwap IDO,0.01,2022-01-18,13
Galaxy Heroes Coin,GHC,https://icodrops.com/galaxy-heroes-coin/,IEO on Gate.io,618220,16400,Community,0.01,2022-01-17,0
Nosana,NOS,https://icodrops.com/nosana/,IEO on Gate.io,65709999,256000000,Artificial Intellig…,25.5,2022-01-16,14
Highstreet,HIGH,https://icodrops.com/highstreet/,Binance Launchpool,11450000,141700000,Gaming,0.1,2021-12-18,15
Marvelous NFTs,MNFT,https://icodrops.com/marvelous-nfts/,IDO on MetaPlay,2660000,30500,NFT,0.01,2022-01-13,0
Infinity Skies,ISKY,https://icodrops.com/infinity-skies/,IDO on Gate.io,4139999,39700,Gaming,0.01,2022-01-12,11
Deesse,LOVE,https://icodrops.com/deesse/,IDO on Huobi Prime,65000,716800,Gaming,0.07,2022-01-12,5
Valhalla,VALH,https://icodrops.com/valhalla/,IDO on A2DAO,1450000,6000000,Gaming,1.0,2022-01-12,2
WeWay,WWY,https://icodrops.com/weway/,IDO on VelasPad,2600000,5720000,Launchpad,0.16,2022-01-11,3
Galaxy Fight Club,GCOIN,https://icodrops.com/galaxy-fight-club/,IDO on Polkastarter,11680000,473850,Gaming,0.01,2022-01-07,19
Revuto,REVU,https://icodrops.com/revuto/,IEO on Gate.io,9930000,2620000,Cryptocurrency,0.08,2022-01-06,2
ClearDAO,CLH,https://icodrops.com/cleardao/,IEO on Gate.io,236600,1020000,DAO,0.16,2022-01-05,9
Botto,BOTTO,https://icodrops.com/botto/,Airdrop,1670000,66800000,NFT,0.93,2022-01-06,3
Ouro,OGS,https://icodrops.com/ouro/,IDO on Impossible Finance,1450000,2,Governance,0.01,2022-01-03,1
Fees.wtf,WTF,https://icodrops.com/fees-wtf/,Main Sale,,737930,Blockchain Service,,2022-01-04,0
PlayTreks,TREKS,https://icodrops.com/playtreks/,Initial Coin Offering,1120000,99820,Music,0.02,2022-03-01,0
Avocado Dao,AVG,https://icodrops.com/avocado-dao/,Public Sale,45200000,11960000,Gaming,0.01,2021-12-01,13
Lyra,LYRA,https://icodrops.com/lyra/,Main Sale,,1070000,Finance,0.01,2021-12-01,0
White Whale,WHALE,https://icodrops.com/white-whale/,IDO Round,2900000,2980000,Terra Ecosystem,0.09,2021-12-31,15
Agoric,,https://icodrops.com/agoric/,Main Sale Option 2,90250000,64239999,Coinlist Launchpad,0.1,2021-12-30,21
Coinweb,CWEB,https://icodrops.com/coinweb/,IEO on Gate.io,9410000,36770000,Blockchain,0.37,2021-12-29,15
League of Ancients,LOA,https://icodrops.com/league-of-ancients/,IEO on Gate.io,6150000,930000,NFT,0.01,2021-12-29,17
Decimated,DIO,https://icodrops.com/decimated/,IDO on FireStarter,8500000,12640000,Play to Earn,0.26,2021-12-29,24
Vader Protocol,VADER,https://icodrops.com/vader-protocol/,IDO on Gate.io,2190000,616000,DeFi,0.01,2021-12-28,0
Asva Labs,ASVA,https://icodrops.com/asva-labs/,IDO on Metalaunch,3400000,57570,DeFi,0.01,2021-12-29,31
AXL INU,AXL,https://icodrops.com/axl-inu/,IEO on BitMart,2150000,1310000,DEX,0.04,2021-12-29,0
Light Year,LC,https://icodrops.com/light-year/,IDO on SafeLaunch,2960000,877700,Gaming,0.06,2021-12-29,11
SUPA Foundation,SUPA,https://icodrops.com/supa-foundation/,IDO on CyberFi,490000,7420,Gaming,0.01,2021-12-29,6
Astro Verse,ASV,https://icodrops.com/astro-verse/,IDO on BSCStation,1730000,48500,Gaming,0.01,2021-12-28,4
Santos FC Fan Token,SANTOS,https://icodrops.com/santos-fc-fan-token/,Binance Launchpool,1000000,98730000,PancakeSwap IDO,1.32,2021-11-27,0
NASDEX Token,NSDX,https://icodrops.com/nasdex-token/,IEO on Gate.io,1480000,2060000,DeFi,0.08,2021-12-28,5
Supe Infinity,SUPE,https://icodrops.com/supe-infinity/,IDO on Gate.io,149970,4460000,Gaming,0.01,2021-12-26,0
CeloLaunch,cLA,https://icodrops.com/celolaunch/,IDO on CeloLaunch,2260000,44260,Launchpad,0.01,2021-12-27,30
Monster Battle,MBS,https://icodrops.com/monster-battle/,Airdrop,1260000,74640,Gaming,0.01,2021-12-01,10
Angels Creed,ANGEL,https://icodrops.com/angels-creed/,IDO on BinStarter,1300000,82330,Gaming,0.01,2021-12-26,10
Wizarre Scroll,SCRL,https://icodrops.com/wizarre-scroll/,IDO on TruePNL,2040000,42300,Gaming,0.01,2021-12-24,9
Billionaire Plus,BPLUS,https://icodrops.com/billionaire-plus/,IDO on MoonStarter,2540000,15000000,Gaming,0.01,2021-12-23,17
Katana Inu,KATA,https://icodrops.com/katana-inu/,IDO on GameZone,7650000,23430000,Play to Earn,0.62,2021-12-23,20
Stay in Destiny World,SIW,https://icodrops.com/stay-in-destiny-world/,IDO on GameStation,1900000,810000,Gaming,0.05,2021-12-23,18
UNQ Club,UNQ,https://icodrops.com/unqclub/,IDO on Gate.io,3500000,58150,NFT,0.01,2021-12-20,28
Unique Venture clubs,UNQ,https://icodrops.com/unique-venture-clubs/,IDO on Gate.io,3500000,58150,NFT,0.01,2021-12-21,25
ImpactMarket,PACT,https://icodrops.com/impactmarket/,IDO on Polkastarter,2100000,6000,Protocol,0.01,2021-12-22,7
Astra Guild Ventures,AGV,https://icodrops.com/astra-guild-ventures/,IDO on DaoLand,12070000,86320,Play to Earn,0.01,2021-12-22,45
Bit Hotel,BTH,https://icodrops.com/bit-hotel/,IDO on TrustPad,2820000,282100,Gaming,0.02,2021-12-22,7
